Idiom,WiktionaryURL,Pos,Neg,Neu,Inapprop.,Total,%Pos,%Neg,%Neu,sentiment,FilterOut(X),definition,idiom_id
make an appearance,https://en.wiktionary.org/wiki/make_an_appearance,1,0,9,0,10,0.1,0.0,0.9,other,,To turn up to an event for a brief moment.,
make an example of,https://en.wiktionary.org/wiki/make_an_example_of,0,8,2,0,10,0.0,0.8,0.2,negative,,To punish someone so as to give a warning to others.,
make believe,https://en.wiktionary.org/wiki/make_believe,0,0,10,0,10,0.0,0.0,1.0,other,,To pretend or imagine.,
make do,https://en.wiktionary.org/wiki/make_do,0,2,8,0,10,0.0,0.2,0.8,other,,"To survive, get by (with), or use whatever is available (due to lack of resources).",
make ends meet,https://en.wiktionary.org/wiki/make_ends_meet,8,0,2,0,10,0.8,0.0,0.2,positive,,To have enough money to cover expenses; to get by financially; to get through the pay period (sufficient to meet the next payday).,
make for,https://en.wiktionary.org/wiki/make_for,2,0,8,0,10,0.2,0.0,0.8,other,,"To set out to go (somewhere); to move towards. To tend to produce or result in. To confirm, favour, strengthen (an opinion, theory, etc.).",
make fun of,https://en.wiktionary.org/wiki/make_fun_of,0,10,0,0,10,0.0,1.0,0.0,negative,,"To tease, ridicule or make jokes about, generally in a pejorative manner.",
make good on,https://en.wiktionary.org/wiki/make_good_on,9,0,1,0,10,0.9,0.0,0.1,positive,,To fulfill or honour (a promise etc).,
make ground,https://en.wiktionary.org/wiki/make_ground,10,0,0,0,10,1.0,0.0,0.0,positive,,gain ground; make progress.,
make hay,https://en.wiktionary.org/wiki/make_hay,9,0,1,0,10,0.9,0.0,0.1,positive,,To take advantage of an opportunity.,
make hay while the sun shines,https://en.wiktionary.org/wiki/make_hay_while_the_sun_shines,6,0,4,0,10,0.6,0.0,0.4,positive,,To act while an opportunity exists; to take action while a situation is favorable.,
make headway,https://en.wiktionary.org/wiki/make_headway,10,0,0,0,10,1.0,0.0,0.0,positive,,To progress; to move forward.,
make history,https://en.wiktionary.org/wiki/make_history,5,0,5,0,10,0.5,0.0,0.5,positive,,To do something that will be widely remembered for a long time.,
make it,https://en.wiktionary.org/wiki/make_it,9,0,1,0,10,0.9,0.0,0.1,positive,X,"or famous. To succeed in surviving, in living through something. To have sexual intercourse; do it.",
make it rain,https://en.wiktionary.org/wiki/make_it_rain,8,0,2,0,10,0.8,0.0,0.2,positive,,"To bring prosperity or work to an enterprise by selling, inventing or other productive or successful activity. To throw a substantial amount of paper money so that it falls on a crowd, audience, performer, or group of performers, often as a way to show off one's wealth.",
make it up to,https://en.wiktionary.org/wiki/make_it_up_to,6,0,4,0,10,0.6,0.0,0.4,positive,,To pay back; to return someone a previous good deed. to redeem oneself,
make light of,https://en.wiktionary.org/wiki/make_light_of,1,7,2,0,10,0.1,0.7,0.2,negative,,To regard without due seriousness; to joke about.,
make light work of,https://en.wiktionary.org/wiki/make_light_work_of,9,0,1,0,10,0.9,0.0,0.1,positive,,To manage something without difficulty.,
make matters worse,https://en.wiktionary.org/wiki/make_matters_worse,0,10,0,0,10,0.0,1.0,0.0,negative,,"To worsen an already difficult situation or unfavourable set of circumstances, typically by acting rashly, foolishly, or incompetently.",
make news,https://en.wiktionary.org/wiki/make_news,0,0,10,0,10,0.0,0.0,1.0,other,,To be published in the news media.,
make no bones about,https://en.wiktionary.org/wiki/make_no_bones_about,2,0,8,0,10,0.2,0.0,0.8,other,,"To say, do, or indicate something clearly and without hesitation, even if it may be unpleasant. [15c.]",
make one's bed,https://en.wiktionary.org/wiki/make_one's_bed,1,0,9,0,10,0.1,0.0,0.9,other,,Alternative form of make one's bed and lie in it,
make one's mark,https://en.wiktionary.org/wiki/make_one's_mark,10,0,0,0,10,1.0,0.0,0.0,positive,,"To make, or leave, a lasting impression, especially to achieve prominent success.",
make one's way,https://en.wiktionary.org/wiki/make_one's_way,6,0,4,0,10,0.6,0.0,0.4,positive,X,"To move forward, usually toward a destination or goal, physically or conceptually.",
make over,https://en.wiktionary.org/wiki/make_over,4,0,6,0,10,0.4,0.0,0.6,other,,"To renovate or to convert to a different use, particularly houses, offices, or rooms within them. To give a new physical look to, especially with a new hairstyle, cosmetics, or clothes. To improve upon or take in a new direction. of, especially by means of a legal document.",
make peace,https://en.wiktionary.org/wiki/make_peace,10,0,0,0,10,1.0,0.0,0.0,positive,,"To settle a dispute or disagreement. To accept something, especially if it is considered unfavourable.",
make quick work of,https://en.wiktionary.org/wiki/make_quick_work_of,7,1,2,0,10,0.7,0.1,0.2,positive,,To accomplish a specified task easily and quickly. To kill a specified person easily and quickly.,
make sense,https://en.wiktionary.org/wiki/make_sense,7,0,3,0,10,0.7,0.0,0.3,positive,,"To be sensible, coherent, reasonable. To decipher or understand.",
make short work of,https://en.wiktionary.org/wiki/make_short_work_of,9,0,1,0,10,0.9,0.0,0.1,positive,,quicker or easier. quickly and without difficulty.,
make someone's day,https://en.wiktionary.org/wiki/make_someone's_day,10,0,0,0,10,1.0,0.0,0.0,positive,,"To make someone happy, or be a source of satisfaction, for the rest of the day.",
make sure,https://en.wiktionary.org/wiki/make_sure,3,0,7,0,10,0.3,0.0,0.7,other,,,
make the cut,https://en.wiktionary.org/wiki/make_the_cut,8,0,2,0,10,0.8,0.0,0.2,positive,,To succeed at something or meet a requirement; to be chosen out of a field of candidates or possibilities.,
make the grade,https://en.wiktionary.org/wiki/make_the_grade,10,0,0,0,10,1.0,0.0,0.0,positive,,To prove satisfactory; to be successful or worthy of merit.,
make the most of,https://en.wiktionary.org/wiki/make_the_most_of,10,0,0,0,10,1.0,0.0,0.0,positive,,as is possible.,
make time,https://en.wiktionary.org/wiki/make_time,0,0,10,0,10,0.0,0.0,1.0,other,,"To recover lost time, as by travelling faster than usual. To spend time with a person in or in pursuit of a romantic relationship.",
make up one's mind,https://en.wiktionary.org/wiki/make_up_one's_mind,3,0,7,0,10,0.3,0.0,0.7,other,,To decide; to reach a conclusion.,
make up the numbers,https://en.wiktionary.org/wiki/make_up_the_numbers,3,0,7,0,10,0.3,0.0,0.7,other,,To provide sufficient people to make an event worthwhile.,
make waves,https://en.wiktionary.org/wiki/make_waves,1,4,5,0,10,0.1,0.4,0.5,other,,To cause a disturbance. To upset the status quo.,
make way,https://en.wiktionary.org/wiki/make_way,4,0,6,0,10,0.4,0.0,0.6,other,,,
male member,https://en.wiktionary.org/wiki/male_member,0,0,9,1,10,0.0,0.0,0.9,other,,,
male-to-female,https://en.wiktionary.org/wiki/male-to-female,0,0,10,0,10,0.0,0.0,1.0,other,,,
mama's boy,https://en.wiktionary.org/wiki/mama's_boy,1,5,4,0,10,0.1,0.5,0.4,negative,,"A male who has a very close bond with his mother, and may consequently be perceived as soft or effeminate.",
man and boy,https://en.wiktionary.org/wiki/man_and_boy,0,0,10,0,10,0.0,0.0,1.0,other,,,
man and wife,https://en.wiktionary.org/wiki/man_and_wife,1,0,9,0,10,0.1,0.0,0.9,other,,,
man down,https://en.wiktionary.org/wiki/man_down,0,8,2,0,10,0.0,0.8,0.2,negative,,To lose courage or cause to lose courage.,
man in the street,https://en.wiktionary.org/wiki/man_in_the_street,0,1,9,0,10,0.0,0.1,0.9,other,,"A typical person, unversed in a given subject; an inexpert commoner.",
man of few words,https://en.wiktionary.org/wiki/man_of_few_words,0,0,10,0,10,0.0,0.0,1.0,other,,"A man who doesn't speak much, or speaks only for a short period of time.",
man of one's word,https://en.wiktionary.org/wiki/man_of_one's_word,3,0,7,0,10,0.3,0.0,0.7,other,,,
man of the hour,https://en.wiktionary.org/wiki/man_of_the_hour,10,0,0,0,10,1.0,0.0,0.0,positive,,,
man of the people,https://en.wiktionary.org/wiki/man_of_the_people,8,0,2,0,10,0.8,0.0,0.2,positive,,"A man, usually a celebrity or political leader, who shows understanding of and sympathy for the concerns of ordinary people, and who has a rapport with and acceptance by them.",
man on the street,https://en.wiktionary.org/wiki/man_on_the_street,0,1,9,0,10,0.0,0.1,0.9,other,,"An ordinary member of the general public, especially one who lacks special expertise.",
man up,https://en.wiktionary.org/wiki/man_up,3,1,6,0,10,0.3,0.1,0.6,other,,"To ""be a man about it""; to do the things a man is traditionally expected to do, such as taking responsibility for the consequences of one's actions; displaying bravery or toughness in the face of danger, adversity, or a challenge; providing for one's family, etc. (Compare man (“brace oneself, steel oneself”).)",
many happy returns,https://en.wiktionary.org/wiki/many_happy_returns,10,0,0,0,10,1.0,0.0,0.0,positive,,"A greeting, usually for birthdays, in reference to the passing year; Happy birthday!",
marching orders,https://en.wiktionary.org/wiki/marching_orders,0,2,8,0,10,0.0,0.2,0.8,other,,,
mark my words,https://en.wiktionary.org/wiki/mark_my_words,0,0,10,0,10,0.0,0.0,1.0,other,,"Listen to me; used before or after a statement one wishes to emphasize, especially a prediction.",
mark time,https://en.wiktionary.org/wiki/mark_time,0,1,9,0,10,0.0,0.1,0.9,other,,,
market day,https://en.wiktionary.org/wiki/market_day,1,0,9,0,10,0.1,0.0,0.9,other,,,
marry off,https://en.wiktionary.org/wiki/marry_off,5,0,5,0,10,0.5,0.0,0.5,positive,,"To successfully arrange the marriage of someone, especially a relative.",
mashed potatoes,https://en.wiktionary.org/wiki/mashed_potatoes,0,1,9,0,10,0.0,0.1,0.9,other,,,
mass destruction,https://en.wiktionary.org/wiki/mass_destruction,0,10,0,0,10,0.0,1.0,0.0,negative,,Killing of large numbers of people.,
match day,https://en.wiktionary.org/wiki/match_day,0,0,10,0,10,0.0,0.0,1.0,other,,,
match made in heaven,https://en.wiktionary.org/wiki/match_made_in_heaven,10,0,0,0,10,1.0,0.0,0.0,positive,,"A relationship, such as a marriage, that is happy and successful, sometimes because the partners are very compatible.",
matter of course,https://en.wiktionary.org/wiki/matter_of_course,0,0,10,0,10,0.0,0.0,1.0,other,,A natural or logical outcome. An expected or customary outcome.,
matter of fact,https://en.wiktionary.org/wiki/matter_of_fact,1,0,9,0,10,0.1,0.0,0.9,other,,a more factual correction something completely true,
matter of life and death,https://en.wiktionary.org/wiki/matter_of_life_and_death,0,2,8,0,10,0.0,0.2,0.8,other,,An extremely urgent matter.,
matter of time,https://en.wiktionary.org/wiki/matter_of_time,0,0,10,0,10,0.0,0.0,1.0,other,,An inevitable result; something that is bound to happen.,
me three,https://en.wiktionary.org/wiki/me_three,2,0,8,0,10,0.2,0.0,0.8,other,,"Used to express agreement, after someone has already said ""me too."" Can be continued as ""me four,"" ""me five,"" and so on. An expression of support to a position that has already been proposed and seconded after someone has already said ""me too."" Can be continued as me four, me five, and so on.",
meal ticket,https://en.wiktionary.org/wiki/meal_ticket,5,1,4,0,10,0.5,0.1,0.4,positive,,"Someone or something that provides income or livelihood, especially as an exploited source.",
meals on wheels,https://en.wiktionary.org/wiki/meals_on_wheels,0,0,10,0,10,0.0,0.0,1.0,other,,,
mean business,https://en.wiktionary.org/wiki/mean_business,2,1,7,0,10,0.2,0.1,0.7,other,,"To be serious, especially where achieving a specific end against opposition is concerned.",
mean the world to,https://en.wiktionary.org/wiki/mean_the_world_to,7,0,3,0,10,0.7,0.0,0.3,positive,,To be loved or cared about a great deal by.,
measure up,https://en.wiktionary.org/wiki/measure_up,7,0,3,0,10,0.7,0.0,0.3,positive,,To meet expectations; to be as good as.,
meat and potatoes,https://en.wiktionary.org/wiki/meat_and_potatoes,1,0,9,0,10,0.1,0.0,0.9,other,,,
meat market,https://en.wiktionary.org/wiki/meat_market,0,0,10,0,10,0.0,0.0,1.0,other,,or nightclub.,
media darling,https://en.wiktionary.org/wiki/media_darling,8,0,2,0,10,0.8,0.0,0.2,positive,,A celebrity who is especially popular and who receives frequent and very favorable attention in the news media.,
meet and greet,https://en.wiktionary.org/wiki/meet_and_greet,2,0,8,0,10,0.2,0.0,0.8,other,,,
meet halfway,https://en.wiktionary.org/wiki/meet_halfway,3,0,7,0,10,0.3,0.0,0.7,other,,To compromise; to achieve a mutual accommodation. To compromise with or to accommodate. by making concessions.,
meet one's maker,https://en.wiktionary.org/wiki/meet_one's_maker,0,10,0,0,10,0.0,1.0,0.0,negative,,To die or to pass into the afterlife.,
meet with,https://en.wiktionary.org/wiki/meet_with,0,0,10,0,10,0.0,0.0,1.0,other,,,
meeting of the minds,https://en.wiktionary.org/wiki/meeting_of_the_minds,6,0,4,0,10,0.6,0.0,0.4,positive,,"An agreement, especially one resulting from a gathering in which discussion or negotiation took place.",
melt into,https://en.wiktionary.org/wiki/melt_into,0,0,10,0,10,0.0,0.0,1.0,other,,To disappear gradually into.,
melting pot,https://en.wiktionary.org/wiki/melting_pot,0,0,10,0,10,0.0,0.0,1.0,other,,come together and are homogenized.,
memory lane,https://en.wiktionary.org/wiki/memory_lane,1,1,8,0,10,0.1,0.1,0.8,other,,"A set of recollections available to be reviewed, especially accompanied by a feeling of nostalgia.",
mend fences,https://en.wiktionary.org/wiki/mend_fences,9,0,1,0,10,0.9,0.0,0.1,positive,,To repair damage to a friendship or relationship after a disagreement or other mishap.,
mend one's ways,https://en.wiktionary.org/wiki/mend_one's_ways,6,1,3,0,10,0.6,0.1,0.3,positive,,To recognise one's failings and attempt to remedy them.,
mere mortal,https://en.wiktionary.org/wiki/mere_mortal,0,1,9,0,10,0.0,0.1,0.9,other,,"An ordinary person, without special expertise or status.",
merry dance,https://en.wiktionary.org/wiki/merry_dance,0,10,0,0,10,0.0,1.0,0.0,negative,,A useless waste of time resulting from a deception.,
mess around,https://en.wiktionary.org/wiki/mess_around,0,2,8,0,10,0.0,0.2,0.8,other,,"(fiddle idly): faff about (British, idiomatic), dick around (American, vulgar), waste time",
mess up,https://en.wiktionary.org/wiki/mess_up,0,10,0,0,10,0.0,1.0,0.0,negative,,,
mess with,https://en.wiktionary.org/wiki/mess_with,0,7,3,0,10,0.0,0.7,0.3,negative,,,
middle ground,https://en.wiktionary.org/wiki/middle_ground,0,1,9,0,10,0.0,0.1,0.9,other,,A compromise position between extremes.,
middle of nowhere,https://en.wiktionary.org/wiki/middle_of_nowhere,0,2,8,0,10,0.0,0.2,0.8,other,,"A very remote or secluded area; a nondescript place lacking population, interesting things, or defining characteristics.",
middle of the road,https://en.wiktionary.org/wiki/middle_of_the_road,1,0,9,0,10,0.1,0.0,0.9,other,,"Having a centrist attitude or philosophy; not extreme, especially politically.",
military power,https://en.wiktionary.org/wiki/military_power,0,0,10,0,10,0.0,0.0,1.0,other,,,
mince words,https://en.wiktionary.org/wiki/mince_words,1,2,7,0,10,0.1,0.2,0.7,other,,To restrain oneself in a conversation by withholding some comments or using euphemisms.,
mind one's own business,https://en.wiktionary.org/wiki/mind_one's_own_business,1,1,8,0,10,0.1,0.1,0.8,other,,"To concern oneself only with what is of interest to oneself and not interfere in the affairs of others. Spanish: no meterse en lo que no le incumbe (literally), métete en tus asuntos, no te metas donde no te llaman, no te metas en camisas de once varas (idiomatic)",
mind you,https://en.wiktionary.org/wiki/mind_you,0,0,10,0,10,0.0,0.0,1.0,other,,"Used to introduce a qualification or contrastive statement, especially when toning down or rectifying",
mind-numbing,https://en.wiktionary.org/wiki/mind-numbing,0,10,0,0,10,0.0,1.0,0.0,negative,,"Excessively boring, tedious, or dull; repetitive; of an activity, etc., lacking any interest or variety that might serve as intellectual stimulation.",
minor miracle,https://en.wiktionary.org/wiki/minor_miracle,9,0,1,0,10,0.9,0.0,0.1,positive,,"An improbable, unexpected, or surprising achievement or other occurrence that is fortunate and agreeable.",
mint chocolate chip,https://en.wiktionary.org/wiki/mint_chocolate_chip,0,0,10,0,10,0.0,0.0,1.0,other,,,
mint condition,https://en.wiktionary.org/wiki/mint_condition,4,0,6,0,10,0.4,0.0,0.6,other,,"The condition of being used, but still like new, as if freshly minted.",
miss the mark,https://en.wiktionary.org/wiki/miss_the_mark,0,8,2,0,10,0.0,0.8,0.2,negative,,,
miss the point,https://en.wiktionary.org/wiki/miss_the_point,0,9,1,0,10,0.0,0.9,0.1,negative,,,
mission creep,https://en.wiktionary.org/wiki/mission_creep,0,0,10,0,10,0.0,0.0,1.0,other,,"Gradual unplanned expansion of the objectives, scope, and/or cost of a project, especially a military mission.",
mix it up,https://en.wiktionary.org/wiki/mix_it_up,0,6,4,0,10,0.0,0.6,0.4,negative,,"To compete vigorously, to quarrel, or to fight physically.",
mix up,https://en.wiktionary.org/wiki/mix_up,0,1,9,0,10,0.0,0.1,0.9,other,,To mix or blend thoroughly and completely. To combine thoroughly. To prepare something from ingredients that are mixed. To confuse or reverse. A confusion or reversal.,
mixed bag,https://en.wiktionary.org/wiki/mixed_bag,0,1,9,0,10,0.0,0.1,0.9,other,,Something tending to have both good and bad results or characteristics; something having a mixture of advantages and disadvantages.,
mixed blessing,https://en.wiktionary.org/wiki/mixed_blessing,0,1,9,0,10,0.0,0.1,0.9,other,,Something that has both good and bad features.,
mixed message,https://en.wiktionary.org/wiki/mixed_message,0,5,5,0,10,0.0,0.5,0.5,negative,,"Any communication that is contradictory, inconsistent, or unclear, especially in its motive or intent.",
mixed picture,https://en.wiktionary.org/wiki/mixed_picture,0,0,10,0,10,0.0,0.0,1.0,other,,A situation in which both negatives and positives are found.,
modest proposal,https://en.wiktionary.org/wiki/modest_proposal,0,5,5,0,10,0.0,0.5,0.5,negative,,"An idea which is especially extreme, unorthodox or distasteful, often put forward in jest.",
moment in the sun,https://en.wiktionary.org/wiki/moment_in_the_sun,5,0,5,0,10,0.5,0.0,0.5,positive,,"A brief instance in which an otherwise obscure, unremarkable, or humble person draws attention.",
moment of truth,https://en.wiktionary.org/wiki/moment_of_truth,5,0,5,0,10,0.5,0.0,0.5,positive,,A deciding instant; the time when a test determines or makes it apparent whether something will succeed.,
money maker,https://en.wiktionary.org/wiki/money_maker,4,0,6,0,10,0.4,0.0,0.6,other,,,
money pit,https://en.wiktionary.org/wiki/money_pit,0,6,4,0,10,0.0,0.6,0.4,negative,,"A possession or financial commitment, especially a building or vehicle, that creates substantial ongoing expenses, especially one whose costs are considered to be unsustainable.",
money's worth,https://en.wiktionary.org/wiki/money's_worth,5,0,5,0,10,0.5,0.0,0.5,positive,,"Satisfaction. Recompense or just deserts, especially as resulting from dealing with a perceived injury or injustice.",
monkey business,https://en.wiktionary.org/wiki/monkey_business,0,10,0,0,10,0.0,1.0,0.0,negative,,"monkey business (uncountable) (idiomatic, informal)",
monkey wrench,https://en.wiktionary.org/wiki/monkey_wrench,0,6,4,0,10,0.0,0.6,0.4,negative,,,
monthly meeting,https://en.wiktionary.org/wiki/monthly_meeting,0,0,10,0,10,0.0,0.0,1.0,other,,,
mop up,https://en.wiktionary.org/wiki/mop_up,4,1,5,0,10,0.4,0.1,0.5,other,,,
moral compass,https://en.wiktionary.org/wiki/moral_compass,4,0,6,0,10,0.4,0.0,0.6,other,,,
moral high ground,https://en.wiktionary.org/wiki/moral_high_ground,10,0,0,0,10,1.0,0.0,0.0,positive,,"A position or point of view which is ethically superior or more reputable, in comparison to others which are under consideration.",
moral support,https://en.wiktionary.org/wiki/moral_support,9,0,1,0,10,0.9,0.0,0.1,positive,,,
more equal,https://en.wiktionary.org/wiki/more_equal,4,1,5,0,10,0.4,0.1,0.5,other,,"Ostensibly equal, but more privileged in reality.",
more like it,https://en.wiktionary.org/wiki/more_like_it,8,0,2,0,10,0.8,0.0,0.2,positive,,,
more than meets the eye,https://en.wiktionary.org/wiki/more_than_meets_the_eye,0,0,10,0,10,0.0,0.0,1.0,other,,More than is apparent or readily noticeable.,
more than one bargained for,https://en.wiktionary.org/wiki/more_than_one_bargained_for,0,4,6,0,10,0.0,0.4,0.6,other,,unwanted result of a decision or action.,
morning person,https://en.wiktionary.org/wiki/morning_person,3,0,7,0,10,0.3,0.0,0.7,other,,"A person who wakes up, without difficulty, early each morning and is alert and active during the first part of the day.",
"morning, noon and night","https://en.wiktionary.org/wiki/morning,_noon_and_night",0,0,10,0,10,0.0,0.0,1.0,other,,,
mosquito bite,https://en.wiktionary.org/wiki/mosquito_bite,0,5,5,0,10,0.0,0.5,0.5,negative,,,
mother hen,https://en.wiktionary.org/wiki/mother_hen,0,1,9,0,10,0.0,0.1,0.9,other,,An outspoken and overprotective woman or person dealing with others' affairs.,
mother lode,https://en.wiktionary.org/wiki/mother_lode,6,0,4,0,10,0.6,0.0,0.4,positive,,Any source of valuable or useful material.,
motor mouth,https://en.wiktionary.org/wiki/motor_mouth,0,7,3,0,10,0.0,0.7,0.3,negative,,,
mouth off,https://en.wiktionary.org/wiki/mouth_off,0,7,3,0,10,0.0,0.7,0.3,negative,,,
move down,https://en.wiktionary.org/wiki/move_down,0,5,5,0,10,0.0,0.5,0.5,negative,,,
move forward,https://en.wiktionary.org/wiki/move_forward,9,0,1,0,10,0.9,0.0,0.1,positive,,,
move heaven and earth,https://en.wiktionary.org/wiki/move_heaven_and_earth,1,2,7,0,10,0.1,0.2,0.7,other,,"To do whatever is necessary, including extreme or unusual actions; to go to extremes.",
move house,https://en.wiktionary.org/wiki/move_house,0,0,10,0,10,0.0,0.0,1.0,other,,To change one's place of residence.,
move it,https://en.wiktionary.org/wiki/move_it,0,0,10,0,10,0.0,0.0,1.0,other,,,
move mountains,https://en.wiktionary.org/wiki/move_mountains,10,0,0,0,10,1.0,0.0,0.0,positive,,To make every possible effort in order to achieve something.,
move on,https://en.wiktionary.org/wiki/move_on,1,0,9,0,10,0.1,0.0,0.9,other,,"To continue, to proceed, to go on To start dealing with something else.",
move one's body,https://en.wiktionary.org/wiki/move_one's_body,2,0,8,0,10,0.2,0.0,0.8,other,,To dance.,
move the goalposts,https://en.wiktionary.org/wiki/move_the_goalposts,1,6,3,0,10,0.1,0.6,0.3,negative,,"To alter the terms of an agreement or an agreed target, or the rules of a negotiation while it is ongoing, especially in an unfair way.",
move the needle,https://en.wiktionary.org/wiki/move_the_needle,2,0,8,0,10,0.2,0.0,0.8,other,,To change a situation to a noticeable degree.,
mover and shaker,https://en.wiktionary.org/wiki/mover_and_shaker,8,0,2,0,10,0.8,0.0,0.2,positive,,,
much ado about nothing,https://en.wiktionary.org/wiki/much_ado_about_nothing,0,2,8,0,10,0.0,0.2,0.8,other,,A lot of fuss or bother about something trivial.,
much less,https://en.wiktionary.org/wiki/much_less,0,3,7,0,10,0.0,0.3,0.7,other,,Let alone; to say nothing of.,
muddle along,https://en.wiktionary.org/wiki/muddle_along,0,5,5,0,10,0.0,0.5,0.5,negative,,To live or work in an unorganized and unplanned way.,
muddy the waters,https://en.wiktionary.org/wiki/muddy_the_waters,0,9,1,0,10,0.0,0.9,0.1,negative,,To make something unclear and difficult to understand.,
muffin top,https://en.wiktionary.org/wiki/muffin_top,0,5,5,0,10,0.0,0.5,0.5,negative,,,
mug's game,https://en.wiktionary.org/wiki/mug's_game,0,8,2,0,10,0.0,0.8,0.2,negative,,"A foolish, profitless, or hopeless undertaking.",
music to someone's ears,https://en.wiktionary.org/wiki/music_to_someone's_ears,9,1,0,0,10,0.9,0.1,0.0,positive,,"A spoken expression or a sound which is pleasing; specifically, some good news, or welcome information or remarks.",
mutual admiration society,https://en.wiktionary.org/wiki/mutual_admiration_society,5,0,5,0,10,0.5,0.0,0.5,positive,,"A group of two or more people, in a workplace or other social environment, who routinely express considerable esteem and support for one another, sometimes to the point of exaggeration or pretense.",
my arse,https://en.wiktionary.org/wiki/my_arse,0,7,2,1,10,0.0,0.7,0.2,negative,,,
my bad,https://en.wiktionary.org/wiki/my_bad,0,9,1,0,10,0.0,0.9,0.1,negative,,My fault; mea culpa.,
my eye,https://en.wiktionary.org/wiki/my_eye,0,4,6,0,10,0.0,0.4,0.6,other,,"Expression of disapproval, disregard, disdain, disgust, or disbelief.",
my foot,https://en.wiktionary.org/wiki/my_foot,0,8,2,0,10,0.0,0.8,0.2,negative,,"Indicates disapproval, disregard, disdain, disgust or disbelief.",
my goodness,https://en.wiktionary.org/wiki/my_goodness,4,0,6,0,10,0.4,0.0,0.6,other,,,
my my,https://en.wiktionary.org/wiki/my_my,3,0,6,1,10,0.3,0.0,0.6,other,,,
my way or the highway,https://en.wiktionary.org/wiki/my_way_or_the_highway,0,2,8,0,10,0.0,0.2,0.8,other,,will either conform to the desires or teachings of the speaker or else be excluded.,
my word,https://en.wiktionary.org/wiki/my_word,0,0,10,0,10,0.0,0.0,1.0,other,,An expression of surprise. Indeed.,
nail biter,https://en.wiktionary.org/wiki/nail_biter,0,9,1,0,10,0.0,0.9,0.1,negative,,,
nail down,https://en.wiktionary.org/wiki/nail_down,1,0,9,0,10,0.1,0.0,0.9,other,,firm or certain,
nail it,https://en.wiktionary.org/wiki/nail_it,5,0,5,0,10,0.5,0.0,0.5,positive,,,
name and shame,https://en.wiktionary.org/wiki/name_and_shame,0,8,2,0,10,0.0,0.8,0.2,negative,,so as to single them out for individual blame and censure.,
name names,https://en.wiktionary.org/wiki/name_names,0,1,9,0,10,0.0,0.1,0.9,other,,"To identify specific people, especially people involved in misdeeds or other secretive activity.",
name of the game,https://en.wiktionary.org/wiki/name_of_the_game,0,0,10,0,10,0.0,0.0,1.0,other,,The essential element (needed to reach the principal goal or objective); the overall purpose.,
narrow down,https://en.wiktionary.org/wiki/narrow_down,2,0,8,0,10,0.2,0.0,0.8,other,,To make more specific.,
nary a,https://en.wiktionary.org/wiki/nary_a,0,3,7,0,10,0.0,0.3,0.7,other,,,
native soil,https://en.wiktionary.org/wiki/native_soil,1,0,9,0,10,0.1,0.0,0.9,other,,"The country or geographical region where one was born or which one considers to be one's true homeland. Source, place of origin, principal location, or natural habitat.",
navigable waters,https://en.wiktionary.org/wiki/navigable_waters,1,0,9,0,10,0.1,0.0,0.9,other,,,
near post,https://en.wiktionary.org/wiki/near_post,1,0,9,0,10,0.1,0.0,0.9,other,,The goalpost nearest from which a cross is made.,
neat and tidy,https://en.wiktionary.org/wiki/neat_and_tidy,9,0,1,0,10,0.9,0.0,0.1,positive,,In a state of good order; tidy.,
necessary evil,https://en.wiktionary.org/wiki/necessary_evil,0,9,1,0,10,0.0,0.9,0.1,negative,,"An unfavorable thing that must be done or accepted, especially because the available alternative courses of action or inaction would be worse.",
neck and neck,https://en.wiktionary.org/wiki/neck_and_neck,3,0,7,0,10,0.3,0.0,0.7,other,,,
neck of the woods,https://en.wiktionary.org/wiki/neck_of_the_woods,1,0,9,0,10,0.1,0.0,0.9,other,,A local neighbourhood or region. A place or field in which one is comfortable or with which one is familiar.,
need-to-know,https://en.wiktionary.org/wiki/need-to-know,0,0,10,0,10,0.0,0.0,1.0,other,,given to another only when necessary.,
needle in a haystack,https://en.wiktionary.org/wiki/needle_in_a_haystack,0,7,3,0,10,0.0,0.7,0.3,negative,,Something that is difficult or impossible to locate; something impossibly complex or intractable.,
needless to say,https://en.wiktionary.org/wiki/needless_to_say,0,0,10,0,10,0.0,0.0,1.0,other,,"Clearly, obviously.",
neither here nor there,https://en.wiktionary.org/wiki/neither_here_nor_there,0,2,8,0,10,0.0,0.2,0.8,other,,Having no influence or significance on the issue at hand.,
nerve-shredding,https://en.wiktionary.org/wiki/nerve-shredding,0,6,4,0,10,0.0,0.6,0.4,negative,,,
nerves of steel,https://en.wiktionary.org/wiki/nerves_of_steel,10,0,0,0,10,1.0,0.0,0.0,positive,,"Great bravery, courage, or composure.",
nest egg,https://en.wiktionary.org/wiki/nest_egg,4,0,6,0,10,0.4,0.0,0.6,other,,,
never fear,https://en.wiktionary.org/wiki/never_fear,4,0,6,0,10,0.4,0.0,0.6,other,,,
never in a million years,https://en.wiktionary.org/wiki/never_in_a_million_years,0,1,8,0,10,0.0,0.1,0.8,other,,Absolutely not.,
never mind,https://en.wiktionary.org/wiki/never_mind,0,1,9,0,10,0.0,0.1,0.9,other,,Let alone; much less.,
new normal,https://en.wiktionary.org/wiki/new_normal,1,0,9,0,10,0.1,0.0,0.9,other,,"A current prevailing situation which has emerged recently, that differs dramatically from the previous one and is expected to remain. [from 1920s]",
